,0,1,2,3
59,0.64431953,0.51143783,-0.26192883,0.6097635
60,0.32113162,0.7996191,0.06975828,0.22429962
61,0.28348058,0.46065685,-0.04805934,0.6840357
62,0.33767262,-0.002723359,0.046158902,0.7778786
63,0.23410934,0.20601737,-0.15589926,0.63512117
64,0.3091432,-0.10532166,-0.117125265,0.3552855
65,0.41289556,0.03248843,-0.22734457,0.48510182
66,0.3584964,0.08928272,0.0870889,0.80448884
67,0.117375374,0.5114731,-0.62505525,0.35702586
68,0.52881557,0.44206578,-0.3434499,0.6465885
69,0.23149656,-0.13396999,-0.12162413,0.39350188
70,0.28945628,0.40806392,-0.27311027,0.49129164
71,0.45353383,0.08668909,-0.039817248,0.4613758
72,0.48344302,0.22699851,-0.25952423,0.3006687
73,-0.23448668,-0.25752223,0.20707461,0.42219892
74,0.3552915,0.25626788,0.08691557,0.12914233
75,0.030536683,-0.0068342136,-0.13697527,0.25433376
76,0.38217586,0.3520342,-0.56241834,0.6727301
77,0.60215986,-0.42339242,-0.1841647,0.7826305
78,0.20464702,0.42829877,-0.4145671,0.56937313
79,0.23325594,0.28589854,-0.08574136,0.6532002
80,0.14727084,0.03558595,-0.10519135,0.6508672
81,0.34368798,0.28675148,-0.053303335,0.4941451
82,0.36028862,0.32551172,0.090493605,0.43739897
83,0.39550996,-0.118234105,-0.13827755,0.21947353
84,0.3829051,0.18230127,-0.2181379,0.69749373
85,0.12783615,-0.16788329,0.24308036,0.49156514
86,0.53014874,0.39439332,0.04697679,0.5436812
87,0.41793445,0.23335513,-0.02065803,0.5477173
88,0.33528522,-0.013516988,-0.0709129,0.5902991
89,0.15524691,0.08278083,-0.25888035,0.6310594
90,0.37986305,0.3569436,-0.10785237,0.4522494
91,-0.23890749,0.56919205,0.4208907,0.32310316
92,-0.06636188,-0.14381187,-0.004595424,0.29915208
93,0.04301336,0.33022422,-0.081619695,0.366043
94,0.36005387,0.33175084,0.06587546,0.417201
95,0.270615,0.45956406,-0.45915622,0.5376979
96,0.23561694,0.2171027,-0.5241668,0.56158227
97,0.12272897,0.12931556,-0.16457479,0.54808533
98,0.18301064,-0.16372831,-0.07893512,0.50276697
99,0.1618137,-0.033534653,0.14826106,0.43336877
100,0.7180753,0.25416505,-0.22220051,0.58072126
101,0.2395255,-0.040363576,0.00349447,0.28213286
102,0.29800472,0.28607386,-0.3402686,0.55185336
103,0.42996266,-0.30567625,-0.25079042,0.6405652
104,0.10160847,0.056890678,-0.1532944,0.48912886
105,0.35848975,0.2001515,-0.31315145,0.619718
106,0.1880312,0.11525404,-0.2317389,0.47809857
107,0.27384105,0.15559545,-0.13809727,0.38423407
108,0.2584744,0.024882708,-0.046143852,0.56260633
109,0.25888154,0.068488985,-0.024502844,0.3626779
110,0.2344151,0.39733166,-0.252757,0.59064716
111,0.5536521,0.4786893,-0.00346022,0.5198318
112,0.52305555,-0.48994586,-0.34879985,0.72102094
113,-0.098613225,-0.09693637,0.21591026,0.44892898
114,0.27635404,0.0267894,-0.011571707,0.38711533
115,0.42594814,0.14662568,-0.17206071,0.52330625
116,0.45677197,-0.13904932,-0.33013082,0.54056484
117,0.37486625,0.66776365,-0.10096925,0.42649505
118,-0.4405155,-0.08737327,0.7213587,0.24557924
119,0.53379095,0.15097673,-0.20500031,0.51324004
120,0.5805166,0.30636352,-0.04981082,0.40996793
121,-0.09845517,0.10614521,-0.013703067,0.34034678
122,0.2719483,0.05254132,-0.044255715,0.26824975
123,-0.47614297,0.044689212,0.16934858,0.034899104
124,-0.31216583,-0.017175289,0.4899367,0.17341378
125,0.2579481,0.24152254,-0.21080749,0.46933505
126,0.47317624,-0.08687693,-0.29385465,0.49791026
127,0.36369273,0.28572863,-0.27917534,0.52516145
128,-0.33313826,0.09324796,0.24331065,0.07077382
129,0.45879456,-0.18323736,-0.27774704,0.56433177
130,0.396029,0.2990285,-0.21087131,0.59263456
131,0.28677398,0.16479804,-0.22152568,0.43741652
132,0.41786397,0.40571627,-0.14453611,0.46683794
133,0.3039694,0.15379818,-0.22318274,0.41481867
134,-0.2259687,0.08283038,0.14085273,0.40137893
135,0.36455408,0.19013885,-0.2914767,0.6085404
136,-0.49507394,0.12556924,0.36230794,0.40915135
137,-0.061488878,0.035917614,-0.28912124,0.23871388
138,0.0989032,0.19052498,-0.16071716,0.60771674
139,0.1322834,-0.030048855,-0.09760205,0.4103615
140,0.3191632,0.14921588,-0.05634156,0.4661976
141,0.49495295,0.38284525,-0.31009677,0.45344743
142,-0.062863305,0.19046018,-0.3527578,0.46254364
143,0.31924355,0.06975304,-0.065737635,0.54701376
144,0.6108321,0.19653277,-0.30440485,0.44460705
145,0.07542632,-0.021931943,-0.09212862,0.3350132
146,0.45569882,0.4755077,-0.5390114,0.6751241
147,-0.45915434,0.016942205,0.6165712,0.2530534
148,0.2964253,-0.2827518,-0.09469837,0.6703127
149,0.315794,-0.18779355,-0.1532465,0.57064927
150,0.49840993,0.11381364,0.06259895,0.6974695
151,0.36726072,0.25271308,-0.00030160137,0.46918225
152,-0.49475476,-0.20472397,0.65185785,0.0009027567
153,0.7608171,-0.026527137,0.057860613,0.76198167
154,-0.09715207,0.387847,0.19087678,0.5137402
155,0.11484036,0.13972943,0.17520954,0.2561168
156,0.18983532,0.2653555,-0.35257995,0.39729315
157,0.26821974,0.08012193,0.00050084287,0.56204396
158,0.3097938,0.40331417,-0.007415074,0.30313838
159,-0.45402047,0.70596546,0.59292305,-0.061804198
160,0.3602042,0.47722152,-0.021434711,0.3760495
161,0.13930015,0.39027348,-0.35958093,0.41116714
162,0.7608171,-0.026527137,0.057860613,0.76198167
163,-0.36712065,-0.5752153,0.09170228,0.63579893
164,0.5010405,-0.7294589,-0.51423955,0.8085627
165,0.7608171,-0.026527137,0.057860613,0.76198167
166,0.0049918215,0.57808673,0.32796213,0.28016508
167,0.46169788,-0.28479442,-0.2179885,0.65094024
168,0.4597445,-0.70783234,-0.45901945,0.7975515
169,-0.076738715,0.12287305,0.09470114,0.17771868
170,-0.49228215,0.09148436,0.43432647,0.058014516
171,0.4772738,-0.15646763,-0.15874068,0.6504555
172,0.35698807,0.26939234,-0.05317976,0.14598453
173,0.67607313,0.18804733,-0.15344179,0.59271044
174,0.53771126,-0.1304255,-0.37696013,0.5797544
175,0.3378711,0.29482266,-0.09786005,0.62614655
176,-0.7430461,0.35609722,0.5227383,0.08716
177,-0.33686826,-0.14629886,0.12963839,0.07901852
178,-0.6542125,0.1794787,0.5628204,0.26228204
179,0.09028805,-0.16247821,0.19570296,0.4185743
180,0.08734019,0.0769527,-0.058568608,0.45120296
181,-0.044562418,0.022166936,0.09495352,0.020265067
182,0.03635878,0.040996432,0.176513,0.42270482
183,0.1387909,-0.17301032,-0.09482887,0.47669134
184,0.5135489,-0.2286555,-0.08389375,0.69127095
185,0.110336296,0.07321673,0.09711872,0.7084382
186,-0.062863305,0.19046018,-0.3527578,0.46254364
187,0.45812777,0.11626805,-0.2252268,0.58834344
188,0.31378558,0.13955735,0.14897422,0.84259385
189,0.2940553,-0.0117911585,-0.13077766,0.7329025
190,0.37050852,0.26851484,-0.17083253,0.45581335
191,0.29580605,-0.063632496,0.025601473,0.7123388
192,0.23971537,0.07012515,-0.06876799,0.6880884
193,0.14851129,0.18669164,-0.24730363,0.59485644
194,0.39711538,0.49864134,-0.011587616,0.3606335
195,0.1739729,0.13738069,-0.1264209,0.42956543
196,0.040735517,-0.09768675,-0.13617134,0.41014937
197,0.32869634,0.18569966,-0.1941159,0.6882738
198,0.13638401,-0.478408,-0.40720645,0.4391539
199,0.4056067,-0.48514616,-0.29312894,0.65762365
200,-0.30197147,0.2715877,0.23927876,-0.07009065
201,0.49702665,-0.41323683,-0.26430085,0.71086925
202,0.63567406,0.39098567,-0.1147151,0.5296353
203,0.37066802,0.4536225,-0.30777463,0.56816417
204,0.4183623,0.20422278,-0.07995138,0.538821
205,0.52305484,-0.13284172,-0.29442528,0.3878643
206,0.22469223,-0.08917225,-0.32457364,0.53314143
207,0.5150907,-0.04192311,-0.25570056,0.5577928
208,0.64265287,0.18881705,-0.21366653,0.5187498
209,0.23498319,-0.13844123,-0.20946895,0.3417716
210,0.097681515,0.57392716,-0.46177274,0.43745348
211,-0.0052977405,0.0707827,-0.17120577,0.37130117
212,0.44075263,0.040284704,-0.3687865,0.5749333
213,0.5679771,-0.07203907,-0.36417973,0.31576642
214,-0.2090539,0.5329517,0.22772507,0.039108552
215,-0.21009424,0.21991734,0.36327437,0.2865797
216,0.39285392,0.14298615,0.11631323,0.7669998
217,0.26321545,0.11844338,-0.20321082,0.49308634
218,0.5529934,-0.32486027,-0.34627223,0.60833806
219,0.41897583,0.29691696,-0.23978838,0.32693985
220,0.7770697,0.31050622,-0.21329047,0.47267023
221,0.2660193,-0.031123776,-0.0990828,0.55412185
222,0.5985499,0.13642025,-0.23162547,0.4460753
223,0.6343796,0.304794,-0.42253116,0.5964659
224,0.4821202,0.017836278,-0.12524307,0.5201441
225,0.36824718,-0.25575122,-0.22936042,0.64264876
226,-0.12607601,0.5170994,0.331294,0.84133905
227,0.7755696,-0.22292066,-0.24306935,0.5419855
228,-0.45072222,0.067398295,0.4069841,0.36011505
229,-0.45534757,-0.0017441119,0.5032996,0.14378254
230,0.21477157,0.14499767,-0.12860161,0.52246094
231,-0.09461808,0.063153066,0.31555218,0.39568028
232,0.46348488,-0.26643682,-0.35944313,0.51701546
233,0.4756679,-0.14932445,-0.113008454,0.6898776
234,0.17138828,-0.18752626,-0.002325562,0.5881803
235,0.138274,0.20769987,0.09312695,0.52962625
236,0.56252646,0.18246908,-0.05724344,0.38309726
237,0.37806818,0.5152368,0.28569874,0.16445431
238,0.37806818,0.5152368,0.28569874,0.16445431
239,0.7134714,0.13332637,-0.117804006,0.5407071
240,0.10146768,0.03587449,-0.104576744,0.59031105
241,-0.34192064,0.49684116,0.41459954,0.15600535
242,0.49754572,0.359001,-0.28486335,0.488417
243,0.20467888,0.633264,-0.24302794,0.47249427
244,0.12620959,0.21367086,0.05128649,0.38035983
245,0.19429734,0.26419058,-0.31004745,0.60339725
246,0.6157862,-0.061322916,-0.13363886,0.62796557
247,-0.27514887,-0.26534188,0.21466398,0.4032455
248,0.3928879,0.22239387,-0.49348933,0.57960165
249,0.5483411,0.47919655,-0.26440832,0.55936855
250,0.494302,0.38324994,-0.17237943,0.64122605
251,0.65062857,0.022863738,-0.13169873,0.624403
252,0.3691799,0.26385057,-0.35424533,0.62365127
253,0.30933228,0.17053868,-0.17290528,0.6385512
254,0.33841684,0.5046081,-0.45620078,0.66938394
255,0.37165418,0.045413997,-0.1020508,0.67820126
256,0.48687395,0.09591559,-0.09124967,0.62932533
257,0.42030296,0.5839859,-0.525633,0.73794806
258,0.25643885,0.7241422,0.12730066,0.20527878
259,-0.592619,-0.031794164,0.8022901,0.46551904
260,-0.053127695,0.5961336,-0.26316822,0.5475097
261,-0.69837916,-0.041285988,0.88627833,0.57053775
262,-0.24503997,-0.06350595,0.15787311,0.1367231
263,0.37806818,0.5152368,0.28569874,0.16445431
264,0.59807247,0.2924717,-0.26425937,0.62854445
265,0.33293083,0.29047543,-0.31977457,0.6409097
266,0.2478434,0.2762742,-0.17390923,0.609894
267,0.30165103,0.19980069,-0.055225335,0.45241445
268,0.45558313,-0.28243065,-0.14469951,0.63838774
269,0.38697344,0.13886729,-0.08840029,0.49430388
270,0.36307684,-0.007578414,-0.20546852,0.5451786
271,0.44096658,-0.23313554,-0.17433362,0.6614585
272,0.22422016,0.041865636,-0.29546636,0.46435001
273,0.3073927,0.18497516,-0.063247405,0.48234114
274,0.52950263,-0.2810513,-0.18442112,0.7330303
275,-0.6925385,0.12067274,0.7179554,0.30376074
276,0.4228048,0.11017782,-0.1972382,0.51654536
277,0.20010123,0.092687555,-0.105697155,0.5137156
278,0.07199152,0.13057464,-0.19007261,0.54876643
279,-0.51639134,-0.030475326,0.7373872,0.4772273
280,0.30299908,-0.103664406,-0.25566113,0.456782
281,0.46558684,0.15190212,-0.19130898,0.41324675
282,0.4576811,0.25891572,-0.21863557,0.49678755
283,0.27589738,0.26516208,-0.2424052,0.64402306
284,0.14406373,0.106601946,-0.059986413,0.49969238
285,-0.33531216,-0.013614036,0.5643705,0.43214655
286,0.2631799,0.24101509,0.1340813,0.15923306
287,-0.6602449,0.06253835,0.6570862,0.42457303
288,0.27002442,0.17415462,-0.07201077,0.6213531
289,-0.08298798,-0.150812,0.27429897,0.45793906
290,0.36926013,0.036744963,-0.1962184,0.34879667
291,0.31369746,0.39057186,0.048607547,0.45256934
292,0.3009402,0.2003692,-0.07118366,0.503172
293,0.27620015,0.010916901,-0.20762874,0.6836662
294,0.45823547,0.036170118,-0.18226406,0.43474132
295,0.2571118,0.21081014,-0.03612869,0.3195271
296,0.377023,0.34003764,0.02993011,0.47566482
297,0.16547246,0.16274457,-0.18468352,0.5764809
298,0.37748578,0.029900365,-0.30811003,0.5478645
299,0.33569396,0.19632335,-0.26610044,0.48029068
300,0.22104257,0.18774208,-0.23412605,0.5467667
301,0.47944042,-0.32305282,-0.2694415,0.60854024
302,0.64547145,0.29471982,-0.15248746,0.5805535
303,0.5307544,0.40259895,0.031400144,0.46642673
304,0.33028558,0.08289944,-0.037181437,0.6659482
305,0.46767336,0.38343102,-0.20291193,0.61947876
306,0.5299786,0.26569816,-0.23145847,0.42305848
307,0.36290035,-0.174457,-0.20739417,0.6355854
308,0.44943386,-0.36175835,-0.23170944,0.705325
309,0.681993,0.54399824,-0.16842264,0.4362434
310,0.44470045,0.24049087,-0.18270107,0.65121543
311,0.21976802,0.31963405,0.08851052,0.5613494
312,0.020684587,0.0304864,0.17346297,0.3369091
313,-0.08076465,-0.19112635,0.0071466067,0.6515268
314,-0.31195676,-0.35107535,0.03887079,0.5884232
315,0.47401103,0.44855943,-0.10522804,0.45310518
316,0.42941126,0.292518,-0.21029313,0.6066612
317,-0.15714085,-0.061937705,-0.16913633,0.49340385
318,0.5221774,-0.38438007,-0.32267994,0.7767569
319,0.4622631,0.29099286,-0.2580994,0.5841436
320,0.43293166,0.29243204,-0.22802651,0.64867187
321,-0.15488257,-0.29288363,0.036241807,0.61396545
322,-0.15844502,-0.063493416,0.058517933,0.4277482
323,0.34646147,0.38419738,-0.3289725,0.34993252
324,0.35381386,0.17584608,-0.13057156,0.62822443
325,-0.6901704,-0.05857766,0.70663106,0.39959198
326,0.4144475,0.28983364,-0.2368377,0.5836692
327,-0.14016968,0.023299467,0.19175851,0.6307647
328,-0.62546325,-0.017256096,0.75304776,0.4834105
329,0.2574938,0.20597726,-0.08428676,0.5708953
330,0.73164666,0.40707362,-0.26780027,0.59870034
331,0.6198822,0.38822442,-0.24681225,0.6131218
332,-0.18347125,0.1550055,0.03619447,0.19653825
333,0.021776255,-0.027597822,0.17508702,0.5357397
334,-0.33680457,-0.43577367,0.16653366,0.59767616
335,0.04825216,0.17074086,-0.12017383,0.25328353
336,-0.065577224,0.02086991,0.07888134,0.2606542
337,0.5968391,0.556878,-0.3389703,0.44351462
338,0.3907158,0.3063843,-0.2279385,0.5939087
339,-0.08842587,0.6747637,0.4456235,0.658136
340,0.5937004,0.40894952,-0.2914147,0.4385671
341,0.21489958,0.32911015,-0.40967336,0.51659805
342,-0.08842587,0.6747637,0.4456235,0.658136
343,-0.33283693,0.0639275,0.30680037,0.39785132
344,-0.27359998,0.42251703,0.20842142,0.29057518
345,-0.5796413,0.4402634,0.49818745,0.015327593
346,0.3118123,0.33632323,-0.089663535,0.46242833
347,0.023763161,-0.11643588,0.2386048,0.06331601
348,-0.25554192,-0.12875453,0.8420556,0.082099944
349,0.36382356,0.26711273,-0.6473122,0.36630636
350,-0.56421584,0.018506765,0.11082823,0.27653757
351,0.24995154,-0.21623154,-0.08587898,0.39479384
352,0.09541492,-0.15004973,-0.07452143,0.2886916
353,0.124903716,0.20036756,-0.3199531,0.63132226
354,0.40783817,0.12967637,-0.111523,0.45198947
355,0.2780148,0.3292541,-0.21805698,0.40744865
356,0.3958017,-0.28211063,-0.09595997,0.6776946
357,0.23159564,0.49976635,-0.10035615,0.49301785
358,0.35353503,0.3003226,-0.13490485,0.50083375
359,0.33144176,-0.1700815,-0.27289453,0.39063436
360,0.3257344,0.28721437,-0.080213845,0.6913719
361,0.11321936,0.19060948,0.11024957,0.3501571
362,0.2810673,0.3291791,-0.020763969,0.4218572
363,0.21568725,0.19768739,0.19337744,0.281013
364,-0.56777304,0.38541442,0.33158717,0.37197068
365,-0.3857084,0.16978091,0.32417622,0.24702588
366,-0.21931167,-0.3721379,0.15114401,0.3664127
367,0.16364452,-0.013532364,-0.050528068,0.14342196
368,0.49620172,0.29973415,-0.18125781,0.31316552
369,0.4141372,0.12481908,-0.31703833,0.43222332
370,0.4110532,-0.018168818,0.07297457,0.24626867
371,-0.21083714,0.24379173,0.26250494,0.19365382
372,0.43475652,-0.16358526,-0.20176888,0.6465587
373,0.20934922,0.17920832,-0.09254453,0.6271378
374,0.37958652,0.34999633,-0.122894,0.4900179
375,0.639096,0.22179407,-0.24612817,0.65632355
376,-0.062863305,0.19046018,-0.3527578,0.46254364
377,0.26824063,0.28743896,-0.252148,0.6554127
378,-0.65826553,-0.02441143,0.49347836,0.323414
379,0.24472998,0.25556484,-0.5138549,0.43374583
380,-0.7460215,0.53143555,0.5243959,-0.11689323
381,0.28674635,-0.11858519,-0.4746848,0.58173996
382,0.274694,0.034680426,-0.17165156,0.66720146
383,0.4737931,0.2581686,-0.23222993,0.6530152
384,0.18178092,0.23932989,-0.532936,0.5006817
385,-0.47526303,0.12362974,0.09168043,0.34414238
386,0.42564523,0.009272875,-0.08617261,0.7196483
387,-0.569813,0.11035224,0.29606068,0.016912976
388,0.34367996,-0.002485851,-0.26136434,0.5806114
389,0.47388712,-0.04100775,-0.11308154,0.7279476
390,0.33487138,0.6360571,-0.57982147,0.537737
391,0.48120624,-0.39945835,-0.3669729,0.7500887
392,-0.65201867,0.50657713,0.60135657,0.21060999
393,-0.75963825,0.6864979,0.7990471,-0.13023122
394,0.38790482,-0.36015564,-0.32028806,0.6372172
395,-0.88350546,0.36764172,0.55078,0.21680427
396,0.35282615,0.17856948,-0.48162502,0.5840273
397,0.27958784,0.13589117,-0.07794311,0.48405632
398,0.3906632,0.13775226,-0.23741917,0.74477714
399,0.4427111,0.011135564,-0.17969555,0.74640745
400,0.5568622,-0.5217901,-0.3359703,0.76853496
401,-0.062863305,0.19046018,-0.3527578,0.46254364
402,0.21806353,-0.030447962,-0.3143695,0.69498783
403,0.33487138,0.6360571,-0.57982147,0.537737
404,-0.75963825,0.6864979,0.7990471,-0.13023122
405,-0.6793206,-0.26938155,0.65826935,0.43657434
406,0.2786193,0.42196625,0.099144205,0.3001988
407,0.0149574615,0.32121986,0.33105567,0.3499546
408,0.0378895,0.38669652,-0.32300916,0.38290536
409,0.3983537,-0.0037931914,-0.07616207,0.63923645
410,0.15643717,0.3195969,0.10796252,0.44938067
411,0.4578694,0.40527624,-0.11984069,0.44687104
412,0.3660322,-0.18465905,-0.18081738,0.53177357
413,0.11930371,0.13009807,-0.066590436,0.48388857
414,0.15866105,-0.144046,-0.040158458,0.51104146
415,0.19814605,-0.013586519,-0.20104456,0.671413
416,0.4825225,0.13539949,-0.15096879,0.40497056
417,-0.66292924,-0.0852437,0.84866536,0.46092132
418,0.20272574,0.027602706,-0.19856375,0.38612092
419,0.24620777,0.119927295,-0.13268526,0.44865093
420,0.3600594,0.2846136,-0.38164726,0.53857094
421,0.29861724,0.14272435,-0.032168716,0.65468216
422,0.19119473,0.017405748,-0.18020082,0.68848205
423,0.6050259,0.3232814,-0.4327435,0.364315
424,0.39281997,0.26145843,-0.20866561,0.62330014
425,0.55186677,0.3594782,-0.38755995,0.5538089
426,0.3049315,0.22786899,-0.07107495,0.7441266
427,-0.3313685,-0.3206023,0.061951734,0.50794756
428,0.09229781,0.24560869,-0.022110647,0.706112
429,0.4844634,0.15538725,0.005940454,0.42272332
430,0.40646178,0.4319367,0.083424546,0.44556764
431,0.079346545,-0.35823393,-0.10753322,0.6040336
432,0.18496028,0.0006726048,-0.0336459,0.2747339
433,-0.012867231,0.19929425,0.11604035,0.58564126
434,0.15254888,0.125959,-0.17161213,0.42487997
435,0.37945592,-0.027745035,-0.19476703,0.49457276
436,0.38826478,-0.15212968,-0.13705127,0.20011766
437,-0.22787313,0.34150156,0.36925036,0.44335175
438,-0.29055023,0.5453225,0.36482102,0.5739607
439,-0.16305488,0.38823074,0.2941265,0.56034553
440,-0.7361097,0.20728631,0.42785916,0.058378104
441,0.10212678,0.06595632,0.038192708,0.5972241
442,-0.5738608,0.48260075,0.48925188,0.15267737
443,0.7323635,0.5497701,-0.105117425,0.6239866
444,0.2655535,0.12846802,0.036149267,0.77587414
445,0.31457615,0.15248579,-0.17591523,0.69850034
446,0.28348055,0.46065685,-0.048059348,0.6840357
447,0.26337293,0.31993634,-0.043512907,0.55439425
448,0.57707226,0.31783587,-0.29167184,0.44643524
449,0.37201682,0.39371112,0.24591002,0.52922165
450,0.6790956,0.38616917,-0.28536496,0.5115732
451,0.54951346,0.30241078,-0.10239877,0.67158836
452,0.5514922,0.023281582,-0.2427235,0.499279
453,0.59872884,0.06843918,-0.28564528,0.56090856
454,0.46860278,-0.057689104,-0.2341481,0.57549316
455,0.52629846,0.2198122,-0.21773039,0.5574291
456,0.46439955,0.2952498,-0.1362313,0.40807837
457,0.40039295,0.12258056,-0.16709267,0.5800399
458,0.4540525,0.054742046,-0.1768131,0.642465
459,0.5637276,-0.03484974,-0.27998963,0.53227615
460,0.21783052,0.16602772,-0.023591194,0.49523503
461,0.45672798,-0.3218905,-0.3333834,0.5933341
462,0.5188172,0.51203895,-0.15119258,0.43865535
463,-0.11805298,0.12592088,-0.008488088,0.31384405
464,0.6168124,0.20680329,-0.25606993,0.473911
465,0.41324216,0.03598457,-0.2031793,0.57779086
466,-0.18189406,0.27605158,0.15965849,0.42392582
467,0.4238758,-0.46177357,-0.4418023,0.7012633
468,0.35971466,0.15018083,-0.14240302,0.43528628
469,0.53536457,0.06203794,-0.26523885,0.5233001
470,0.5010546,-0.1586064,-0.23936573,0.7258549
471,-0.35164818,0.2157808,0.19607951,0.1355629
472,0.5903019,0.25137445,-0.22927515,0.4278605
473,0.29242134,0.09076168,-0.12839016,0.41428393
474,0.2169388,0.21330036,-0.37386355,0.55237967
475,0.24416554,0.03971162,-0.19485238,0.57956004
476,0.53339946,0.13725382,-0.12390105,0.43716848
477,0.35064182,-0.028061386,-0.1760262,0.37456742
478,0.06877781,0.06157778,0.085956216,0.65119284
479,-0.08442875,-0.31112677,0.033829816,0.23174302
480,0.2384679,0.017493831,-0.062999,0.62256616
481,-0.4137355,-0.09749225,0.49585044,0.09238063
482,0.29187787,0.15308808,-0.2819322,0.52599514
483,0.3626408,0.09865042,-0.44899988,0.6131826
484,0.357327,0.28847396,-0.25511104,0.64462
485,0.3685226,0.34978783,0.0047290195,0.61943954
486,-0.5967661,0.22050074,0.589366,0.046728816
487,0.5889808,-0.38436672,-0.11382994,0.78807163
488,0.010222774,0.15989147,0.08405514,0.10708731
489,-0.7031032,0.4662453,0.63978153,0.2751795
490,-0.37109092,0.18313576,0.43296933,0.3838971
491,0.33256847,0.65567166,-0.58519995,0.5451182
492,-0.3054954,-0.4139037,0.4717876,0.28160375
493,0.79700494,0.52691346,-0.07212796,0.6702998
494,-0.32980397,0.14060146,0.5083889,0.34610254
495,-0.60129565,0.31850877,0.57981074,0.11248149
496,0.6335386,0.44695958,-0.10520243,0.4421754
497,0.19292137,-0.036149237,-0.22789153,0.58152
498,-0.88248014,0.58936965,0.668604,0.13055703
499,-0.74291945,0.09280288,0.7843409,0.43436837
500,0.20192507,0.04342331,-0.28650156,0.3758601
501,0.44445983,0.49255264,-0.49085552,0.49343207
502,0.6207004,0.64672285,-0.15663,0.5812573
503,0.6264736,0.43289,-0.4513595,0.6896829
504,-0.28799433,0.2426636,0.056206994,0.20864646
505,0.4044641,0.118757084,-0.2061788,0.44750312
506,0.20872813,0.21821277,-0.18870592,0.6299336
507,0.3955814,0.1899478,-0.063857794,0.5955945
508,-0.5085964,-0.029621363,0.73850733,0.25017205
509,0.36245883,0.24689811,-0.020820536,0.7304923
510,0.39577273,0.23542084,-0.12757452,0.5829664
511,-0.5175742,0.023332322,0.728187,0.458437
512,0.51462626,0.38453275,-0.05513776,0.42432547
513,0.37781537,0.09528313,-0.10236964,0.5306139
514,0.15901925,-0.09134906,-0.04210185,0.3909199
515,0.2874411,0.013065979,-0.07678969,0.33187008
