,participant_id,pwvVar,swvVar,uwvVar
114,171,0.17684149038113425,0.20083252097699628,1.0
115,173,0.1443687489856362,0.1741672086197546,1.0
116,174,0.04164316761526388,1.0,1.0
117,178,0.8348979584753934,0.6483887649637827,1.0
118,179,0.060272384979297385,0.03625820555421411,1.0
119,181,0.18741014235998843,0.15954991717178446,1.0
120,182,0.42753054794744716,0.45036205352351194,1.0
121,185,0.09874201912592218,1.0,0.11821101886803198
122,186,0.41642192020407814,0.5420723277419214,0.8990715301809703
123,188,0.10616579817169496,1.0,0.5606886995180936
124,190,0.09620784529469133,0.24586159327626655,1.0
125,191,0.7494501569468323,1.0,1.0
126,192,0.5280263315753618,1.0,0.06646595044404835
127,195,0.534504508088971,1.0,1.0
128,196,0.07851424850123567,1.0,0.18923489576737385
129,197,0.8068268312660992,1.0,1.0
130,198,0.12077638473478283,1.0,0.6979882736765067
131,199,0.12002928843237214,0.831209182222868,1.0
132,200,0.6002373600397266,0.9267609173112376,1.0
133,201,0.1043882830887474,1.0,1.0
134,202,0.8019715990703181,0.15203688381008235,1.0
135,203,1.0,0.12529600534127025,1.0
136,205,0.5238123926500464,0.421747359134807,1.0
137,206,0.8311471593317651,1.0,1.0
138,208,0.5971269700764905,1.0,0.3628999478959227
139,209,0.5999133354852418,1.0,0.8306672582476395
140,210,0.383248825267686,1.0,1.0
141,211,0.08739483026586482,-0.04883463756078064,1.0
142,212,0.6622001726781618,1.0,0.9232863915509352
143,213,0.01300562679009331,-8.945857204851162e-05,0.00925888654924429
144,214,0.7055815741827939,1.0,1.0
145,215,0.14792801438332406,0.12400788848850396,1.0
146,216,0.13562619331517967,1.0,1.0
147,217,0.6631347086152968,0.07980655807944671,1.0
148,219,0.7885612316198307,1.0,1.0
149,220,0.19882511285014393,1.0,0.8415618742092381
150,221,0.754484686912853,1.0,1.0
151,223,0.7574829580353185,1.0,1.0
152,224,0.9686068885241486,0.8582528936617778,1.0
153,226,0.7194912810702457,1.0,1.0
154,227,0.10065962576004304,0.06136060387779822,0.06689930322141345
155,228,0.6183655489939983,1.0,1.0
156,230,0.7171346478800505,0.8301723844036025,1.0
157,231,0.15340774945969907,0.1304685195222698,1.0
158,232,0.09299834319699386,1.0,1.0
159,233,0.7534012867745403,1.0,1.0
160,234,0.5960400489716224,0.3860858484898406,1.0
161,235,0.084499518371588,1.0,0.7149208345876111
162,236,0.6742242021594893,0.08621410128020646,1.0
163,237,0.3000322671346539,0.5930898578947975,1.0
164,238,0.7169393867838129,1.0,1.0
165,239,0.3732269053303492,1.0,1.0
166,240,0.6414075267781105,0.14508673474624045,1.0
167,241,0.651666816152158,1.0,1.0
168,242,0.9222638118309916,1.0,0.8522254450574346
169,243,0.586622469502599,1.0,1.0
170,246,0.7136598403540824,0.8202258897715855,1.0
171,249,0.10446765012947458,1.0,0.8835258099190829
172,250,0.48150325857078335,1.0,0.13233114588703931
173,251,0.6018320402721259,1.0,1.0
174,252,0.7879217388331774,1.0,1.0
175,253,0.696891515507359,1.0,1.0
176,254,0.42750489212781284,0.3738784252510216,1.0
177,255,0.7259947089852332,,1.0
178,256,0.5494632187991884,0.11095317337813962,1.0
179,257,0.22650445253980966,0.7951439576504491,1.0
180,258,0.20263372761098292,0.13755744584280585,1.0
181,259,0.594519170520838,0.9417436968851879,1.0
182,260,0.3284363375046184,0.12136900072172108,1.0
183,263,0.7779593517393666,0.8533163706600728,1.0
184,266,0.12857631042732953,0.8046904562083442,1.0
185,269,0.7427259321673025,0.1495369547274777,1.0
186,270,0.8225082045988332,1.0,1.0
187,271,0.27608908231562146,0.133259406989076,1.0
188,272,1.0,0.04792715667591358,1.0
189,273,0.6442563783710089,0.44097455594336943,1.0
190,274,0.1342069825877616,0.09204707687778482,1.0
191,275,0.1518247108548348,0.37771898650335506,1.0
192,276,0.12398015238855145,1.0,0.1545288407880442
193,277,0.25657578914692986,0.22735534704250365,1.0
194,278,0.6503762553483277,1.0,0.08345820704140683
195,279,0.8182171439524988,0.9216035265548824,1.0
196,281,0.8620138872674664,0.45411683203905806,0.8555296293383843
197,282,0.45413863760850776,0.12331375454030036,1.0
198,284,0.1731299364924112,0.1499517533590386,1.0
199,285,0.35817072341389866,0.7658423401166179,1.0
200,286,0.17618377531502202,0.7995883609116192,1.0
201,287,0.18688377587331223,0.06357568170697539,1.0
202,288,0.7503866897662071,0.011495406571852778,1.0
203,289,0.037964469305066015,0.0870995762835653,1.0
204,290,0.13152346606128243,0.08795807806030985,1.0
205,291,0.18379513419015345,0.8537481888090955,1.0
206,292,0.6488610258868306,0.11524977091511274,1.0
207,293,0.07604802472789238,0.07224748516366786,1.0
208,294,1.0,0.09336122598723069,1.0
209,295,0.24094277979334697,0.05820966275943875,
210,298,0.3927187513293023,0.09937400264170905,1.0
211,300,0.1275708676293389,0.0694371857589463,1.0
212,301,0.15643352497807103,0.6396592331296226,1.0
213,302,0.7970849706156535,0.8296756394067397,1.0
214,304,0.0495206544141095,0.41853771689077734,1.0
215,307,0.5166560058286715,0.8876814134286972,1.0
216,308,0.07972314902796078,0.10503217542939595,1.0
217,309,1.0,1.0,0.8551800095245717
218,310,0.1512972475795384,0.5177730147817032,1.0
219,311,1.0,0.5303876069883448,0.8934868752419243
220,312,0.16932973719446548,1.0,1.0
221,313,0.23438633305360185,0.1537281967500888,1.0
222,314,0.2677742017058842,0.3882959111988835,1.0
223,316,0.46217521572936887,1.0,1.0
224,317,0.11370511748421568,0.09674913121073284,1.0
225,318,0.21381065920208944,1.0,1.0
226,319,0.3868575581741108,0.5105205404827546,1.0
227,321,0.08559587727542524,0.06005611532718814,1.0
228,322,0.15115149108837217,0.21663948317067677,1.0
229,323,0.111921787211011,0.08246722964340615,1.0
230,324,0.13218551320002123,0.7975723438986367,1.0
231,325,1.0,0.863364618573748,0.8930698249031971
232,327,0.6611129484521151,1.0,0.3741912062383208
233,328,0.6698261874841674,0.10255675334178964,1.0
234,330,0.1045213000388874,0.055565763336683185,1.0
235,331,0.11529210072767714,0.702447768817744,1.0
236,332,1.0,0.530196886082602,1.0
237,333,0.7029899776075991,0.11959473863800307,1.0
238,334,,1.0,0.7081135171392383
239,336,,,
240,337,0.6512341277470699,1.0,1.0
241,338,0.22781042130149426,0.5569047833652745,1.0
242,339,0.08456452111964803,0.12327832852302788,1.0
243,341,0.12205180785024373,0.86382783965228,0.3824535684289443
244,342,0.3649949047241276,0.24269070818331007,1.0
245,343,0.17952873053147733,1.0,0.12824724788636443
246,345,0.12171982569815414,0.11639121531014918,1.0
247,346,0.7805797545573911,1.0,1.0
248,347,,0.24863460562294612,1.0
249,348,0.8565670043061357,1.0,1.0
250,349,0.07878437603790499,0.11848475608399169,1.0
251,350,0.8560533057937045,0.11483265863463714,1.0
252,351,0.06926985827596863,0.10596955777602127,1.0
253,352,0.19845464392479667,1.0,0.3665968455111386
254,353,0.6844385457074793,0.2563146369951454,1.0
255,356,0.2607684695555536,0.7792902021162127,1.0
256,357,0.4163962403732527,1.0,1.0
257,358,0.3749856463277317,0.6727370906978747,1.0
258,360,0.499879761481466,0.7405314535128333,1.0
259,361,0.23883116010266806,0.09263366357078118,1.0
260,362,0.14792649226811333,0.13799920113688574,1.0
261,363,0.3818482136976874,,1.0
262,364,0.7350073632281934,0.2705681115363198,1.0
263,366,0.6375599421752973,0.3645807305138437,1.0
264,368,0.8170515939984708,1.0,0.11387130087568872
265,370,0.11088483789521776,0.11898323742208523,1.0
266,372,0.09972386074945103,1.0,0.13390337640173378
267,373,0.4337247005191177,0.303402016701957,1.0
268,374,0.14511338275936825,0.09536527257520735,1.0
269,375,0.0800130670220941,0.10956803486072265,1.0
270,381,1.0,0.3397470150344161,1.0
271,382,0.45962647707001547,0.12062169009999488,1.0
272,386,0.7310770972531723,0.7207010364311304,0.08674884144313329
273,387,0.07347465224012617,1.0,1.0
274,389,0.754208121796935,0.5931275952046593,1.0
275,391,0.11800601847094509,0.1087348105635141,1.0
276,393,0.7682769914916003,0.2972054870475599,1.0
277,398,0.17655715523340518,1.0,1.0
278,401,0.7428851052549134,0.8146622966364705,1.0
279,402,0.18417388134248286,1.0,1.0
280,404,0.37332349484680294,1.0,1.0
281,406,0.11790798699122228,0.140082473523302,1.0
282,407,0.3185523617065249,0.1268481300226594,1.0
283,408,0.4516758009871414,1.0,1.0
